Turks and Caicos Islands,TCA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.91791351
Chad,TCD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.069755686
East Asia & Pacific (IDA & IBRD countries),TEA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.618534242
Europe & Central Asia (IDA & IBRD countries),TEC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.400544027
Togo,TGO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.399417466
Thailand,THA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.114223358
Tajikistan,TJK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.612889431
Turkmenistan,TKM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,12.47358651
Latin America & the Caribbean (IDA & IBRD countries),TLA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.901515342
Timor-Leste,TLS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.406011541
Middle East & North Africa (IDA & IBRD countries),TMN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.023063965
Tonga,TON,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.269071421
South Asia (IDA & IBRD),TSA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.545259606
Sub-Saharan Africa (IDA & IBRD countries),TSS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.834312943
Trinidad and Tobago,TTO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,31.84485149
Tunisia,TUN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.64840154
Turkey,TUR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.669466686
Tuvalu,TUV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.980044543
Tanzania,TZA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.225684764
Uganda,UGA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.143267095
Ukraine,UKR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.493971404
Upper middle income,UMC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.979792148
Uruguay,URY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.975862788
United States,US1,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,15.50220398
Uzbekistan,UZB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.882785961
St. Vincent and the Grenadines,VCT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.010067697
"Venezuela, RB",VEN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.500712738
British Virgin Islands,VGB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.245307443
Virgin Islands (U.S.),VIR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,
Vietnam,VNM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.057565917
Vanuatu,VUT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.527000323
World,WLD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.555239455
Samoa,WSM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.262955252
Kosovo,XKX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.031519664
"Yemen, Rep.",YEM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.390479572
South Africa,ZAF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.480658464
Zambia,ZMB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.314182895
Zimbabwe,ZWE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.782776886
